recid,mm,dd,yy,county,loc_1
23813,1,22,59,leitrim*,"pa,"
23814,1,22,59,leitrim*,"ky,louisville'56"
23815,1,22,59,tipperary,"il,lafayette'56"
23816,1,22,59,tipperary,"ks,kansas territory*"
23818,1,29,59,,nyc
23819,1,29,59,,"ia,mt.pleasant,henrys co."
23820,1,29,59,,nyc
23821,1,29,59,,"ma,s.walpole"
23822,1,29,59,,
23823,1,29,59,,
23824,1,29,59,clare,nyc
23825,1,29,59,clare,nyc
23826,1,29,59,cork,"oh,sandyville,tuscarawas co."
23828,1,29,59,cork,"nyc,'50"
23829,1,29,59,down,"ma,boston'57"
23830,1,29,59,galway,"ma,boston (city hospital)"
23831,1,29,59,kerry,"al,"
23832,1,29,59,kerry,"ma,"
23833,1,29,59,kerry,"ny,jefferson county'50"
23834,1,29,59,kings,"il,freeport'57"
23835,1,29,59,kings,"la,new orleans'55"
23836,1,29,59,kings,"la,new orleans'55"
23837,1,29,59,limerick,
23838,1,29,59,longford,"ma,boston*"
23839,1,29,59,louth,"il,chicago"
23840,1,29,59,mayo,
23841,1,29,59,mayo,
23842,1,29,59,mayo,"va,'43"
23843,1,29,59,queens,
23844,1,29,59,queens,
23845,1,29,59,queens,"pa,carbondale,luzerne county"
23846,1,29,59,roscommon,
23847,1,29,59,roscommon,"pa,harrisburg'57"
23848,1,29,59,tipperary,"ma,boston 07/04/55*"
23849,1,29,59,tipperary,"nyc,116 navy st,brooklyn'56"
23850,1,29,59,tipperary,"nyc,116 navy st,brooklyn'56"
23851,1,29,59,tipperary,"ny,troy'52*"
23852,1,29,59,tipperary,"mo,st.louis"
23853,1,29,59,tipperary,"que,montreal'57"
23854,1,29,59,tipperary,"que,montreal'57"
23855,1,29,59,tipperary,"que,montreal'57"
23856,1,29,59,tipperary,"il,"
23857,1,29,59,tipperary,"il,"
23858,1,29,59,waterford,"oh,sandusky city"
23859,1,29,59,waterford,"ma,boston"
23860,1,29,59,westmeath,"pa,sunbury 06/59"
23861,1,29,59,westmeath,"ga,savannah"
23862,1,29,59,wexford,quebec
23863,1,29,59,wexford,"ns,halifax"
23864,1,29,59,wexford,"ns,halifax"
23865,1,29,59,wicklow,nyc
23866,1,29,59,wicklow,"tn,memphis"
23867,2,5,59,westmeath,"nyc,50"
23868,2,5,59,antrim,"ca,yuba co,52"
23869,2,5,59,clare,
23870,2,5,59,clare,
23871,2,5,59,clare,
23872,2,5,59,cork,
23873,2,5,59,galway,
23874,2,5,59,kerry,"nyc,'54"
23875,2,5,59,kerry,"nyc,'54"
23876,2,5,59,kerry,"nyc,'56"
23877,2,5,59,kildare,nyc
23878,2,5,59,limerick,"ma,57 fountain st,fall river"
23879,2,5,59,limerick,"il,decatur"
23880,2,5,59,mayo,"ny,syracuse"
23881,2,5,59,mayo,"ny,syracuse"
23882,2,5,59,mayo,
23883,2,5,59,mayo,
23884,2,5,59,mayo,"ca,sacramento"
23886,2,5,59,sligo,
23887,2,5,59,sligo,
23888,2,5,59,sligo,
23889,2,5,59,waterford,
23890,2,5,59,waterford,
23891,2,5,59,waterford,
23892,2,5,59,waterford,"pa,crawford co"
23893,2,5,59,wicklow,"ont,kingston*"
23894,2,5,59,wicklow,"ont,kingston*"
23895,2,5,59,wicklow,"ont,kingston*"
23896,2,5,59,wicklow,"ny,rochester"
23899,2,12,59,,"nh,berlin falls"
23900,2,12,59,,
23902,2,12,59,cavan,"ny,brooklyn,54"
23903,2,12,59,cavan,"md,baltimore,55"
23904,2,12,59,cavan,
23905,2,12,59,cavan,
23906,2,12,59,cavan,
23907,2,12,59,cork,"md,baltimore"
23908,2,12,59,cork,"md,baltimore"
23909,2,12,59,cork,"md,baltimore"
23910,2,12,59,cork,"md,baltimore"
23911,2,12,59,cork,"md,baltimore"
23912,2,12,59,cork,"md,baltimore,54"
23913,2,12,59,cork,"oh,williamville,delaware co"
23914,2,12,59,cork,"il,55"
23915,2,12,59,cork,
23916,2,12,59,cork,
23917,2,12,59,cork,
23918,2,12,59,cork,
23919,2,12,59,cork,
23920,2,12,59,kerry,"pa,philadelphia"
23922,2,12,59,galway,"ny,ontario co,port givson,57"
23923,2,12,59,galway,"ny,nyc"
23924,2,12,59,kerry,"oh,licking co"
23925,2,12,59,kerry,"ny,alleghany co,cuba"
23926,2,12,59,kerry,"ny,alleghany co,cuba"
23927,2,12,59,kerry,"ny,alleghany co,cuba"
23928,2,12,59,kerry,
23929,2,12,59,kerry,
23930,2,12,59,kerry,"il,chicago,11/57"
23931,2,12,59,limerick,"pa,philadelphia"
23932,2,12,59,limerick,"oh,athens co"
23933,2,12,59,limerick,"oh,athens co"
23934,2,12,59,limerick,"oh,athens co"
23935,2,12,59,limerick,"oh,athens co"
23936,2,12,59,limerick,"nyc,'54"
23937,2,12,59,limerick,"nyc,'54"
23938,2,12,59,longford,"wi,"
23939,2,12,59,longford,"wi,"
23940,2,12,59,mayo,
23941,2,12,59,mayo,
23942,2,12,59,mayo,
23943,2,12,59,meath,"nyc,'56"
23944,2,12,59,meath,
23945,2,12,59,sligo,"pa,"
23946,2,12,59,sligo,nyc
23947,2,12,59,sligo,"ct,hartford"
23948,2,12,59,tipperary,"il,56"
23949,2,12,59,tipperary,"can,56"
23950,2,12,59,tipperary,"ny,brooklyn st,57"
23951,2,12,59,tipperary,"ny,white hall"
23952,2,12,59,tyrone,"quebec,'39"
23953,2,12,59,tyrone,"quebec,'39"
23954,2,12,59,tyrone,"ri,warren,51"
23955,2,12,59,wexford,"pa,philadelphia"
23956,2,19,59,,
23957,2,19,59,,
23959,2,19,59,,
23960,2,19,59,mayo,
23961,2,19,59,,
23962,2,19,59,,
23963,2,19,59,cavan,"ny,williamsburg'54*"
23964,2,19,59,clare,"mi,grand rapids"
23965,2,19,59,clare,"ont,stratford"
23966,2,19,59,cork,
23967,2,19,59,cork,"ny,brooklyn'57"
23968,2,19,59,cork,"ma,boston"
23969,2,19,59,cork,
23970,2,19,59,galway,"ma,boston"
23971,2,19,59,galway,"ny,troy"
23972,2,19,59,kerry,"va,colonel creak*"
23973,2,19,59,limerick,"ny,hornellsville"
23974,2,19,59,mayo,"quebec,'47"
23975,2,19,59,mayo,"ky,"
23976,2,19,59,mayo,"va,dodderage county"
23977,2,19,59,mayo,"va,preston county'57"
23978,2,19,59,mayo,"va,preston county'57"
23980,2,19,59,tipperary,"ma,boston"
23981,2,26,59,,"nyc,'54"
23982,2,26,59,,"nyc,'55"
23983,2,26,59,,
23984,2,26,59,,
23985,2,26,59,,"*eng,"
23986,2,26,59,,
23987,2,26,59,clare,"dc,washington-hospital"
23988,2,26,59,clare,"il,quincy'56"
23989,2,26,59,clare,"ma,brookline"
23990,2,26,59,clare,
23991,2,26,59,cork,"va,believed w/cousins"
23992,2,26,59,cork,"ont,/southern u.s.'53"
23993,2,26,59,cork,
23994,2,26,59,cork,
23995,2,26,59,cork,"ct,new haven area"
23996,2,26,59,cork,"ct,new haven area"
23997,2,26,59,cork,"ct,new haven area"
23998,2,26,59,cork,"ct,new haven area"
23999,2,26,59,cork,"west,supposed to be"
24000,2,26,59,cork,"il,chicago'56"
24001,2,26,59,cork,"ont,'54"
24002,2,26,59,cork,"va,toms brook"
24003,2,26,59,fermanagh,"la,new orleans"
24004,2,26,59,fermanagh,"la,new orleans"
24005,2,26,59,galway,
24006,2,26,59,kerry,"md,baltimore"
24007,2,26,59,kerry,"oh,chilicothe'57"
24008,2,26,59,kerry,
24009,2,26,59,kilkenny,"oh,[supposed]"
24010,2,26,59,mayo,
24011,2,26,59,mayo,
24012,2,26,59,meath,"ny,greenbush (near albany)"
24013,2,26,59,monaghan,"ny,centre st,e.brookline'43*"
24014,2,26,59,monaghan,"ny,centre st,e.brookline'43*"
24015,2,26,59,sligo,"md,baltimore(believed there)"
24016,2,26,59,tipperary,va
24017,2,26,59,tipperary,bloomfield*
24018,2,26,59,tipperary,"ny,syracuse"
24019,2,26,59,tipperary,"ca,nevada city"
24020,2,26,59,wexford,us
24021,2,26,59,wexford,us
24022,2,26,59,wexford,nyc
24024,3,5,59,,"pa,clinton co,lockhaven,8/58"
24025,3,5,59,,"quebec,'58"
24026,3,5,59,,
24027,3,5,59,,"ma,fall river"
24029,3,5,59,,"ma,boston,'19"
24030,3,5,59,,"ma,boston,'19"
24031,3,5,59,,"tn,memphis,55"
24032,3,5,59,clare,"que,quebec,54"
24033,3,5,59,cork,"md,baltimore"
24034,3,5,59,cork,"md,baltimore"
24035,3,5,59,cork,"md,baltimore"
24036,3,5,59,cork,"md,baltimore"
24037,3,5,59,cork,"md,baltimore"
24038,3,5,59,cork,"pa,bedford co,11/57*"
24039,3,5,59,cork,"ma,boston,'48"
24040,3,5,59,galway,running on the mississippi
24041,3,5,59,galway,nyc
24042,3,5,59,galway,"nyc,212 21st st"
24043,3,5,59,galway,"nyc,216 elizabeth st"
24044,3,5,59,kerry,"ont,57"
24045,3,5,59,kilkenny,
24046,3,5,59,leitrim,nyc
24047,3,5,59,leitrim,nyc
24048,3,5,59,leitrim,nyc
24049,3,5,59,leitrim,nyc
24050,3,5,59,leitrim,nyc
24051,3,5,59,mayo,
24052,3,5,59,mayo,
24053,3,5,59,queens,
24054,3,5,59,queens,
24055,3,5,59,roscommon,"pa,"
24056,3,5,59,roscommon,"la,new orleans,50;ca"
24057,3,5,59,roscommon,"wi,jefferson co,58"
24058,3,5,59,tipperary,
24059,3,5,59,tipperary,"oh,cleveland"
24060,3,5,59,tipperary,"wi,appleton,53"
24061,3,5,59,tipperary,"ny,albany"
24063,3,12,59,,"ky,newport"
24064,3,12,59,,"ky,newport"
24065,3,12,59,,
24066,3,12,59,,
24067,3,12,59,,
24068,3,12,59,,
24069,3,12,59,,
24070,3,12,59,,nyc'55
24071,3,12,59,,nyc'55
24072,3,12,59,,"ny,sackett's harbor*"
24073,3,12,59,,
24074,3,12,59,carlow,"mo,st.louis"
24075,3,12,59,cavan,nyc
24076,3,12,59,cavan,"que,montreal'38"
24077,3,12,59,clare,"ms,vicksburg,w/cousin*"
24078,3,12,59,clare,
24079,3,12,59,cork,"oh,greenville'50"
24080,3,12,59,cork,"oh,greenville'50"
24081,3,12,59,cork,"ia,davenport'57"
24082,3,12,59,donegal,
24083,3,12,59,donegal,"pa,philadelphia'56"
24084,3,12,59,donegal,"pa,philadelphia(supposed)"
24085,3,12,59,donegal,"pa,philadelphia(supposed)"
24086,3,12,59,donegal,
24087,3,12,59,down,"va,"
24088,3,12,59,galway,
24089,3,12,59,galway,
24090,3,12,59,galway,
24091,3,12,59,galway,
24092,3,12,59,kerry,"in,"
24093,3,12,59,kerry,"in,"
24094,3,12,59,kings,"la,new orleans or ms river*"
24095,3,12,59,longford,"la,new orleans'48"
24096,3,12,59,,
24097,3,12,59,roscommon,"pa,harrisburg"
24098,3,12,59,roscommon,"pa,philadelphia"
24099,3,12,59,roscommon,"ma,boston,'49"
24100,3,12,59,sligo,"ri,newport"
24101,3,12,59,tipperary,"ma,boston"
24102,3,12,59,tipperary,"oh,easton,preble county'54"
24103,3,12,59,tipperary,"oh,cincinnati'51"
24104,3,12,59,tipperary,"oh,cincinnati'51"
24105,3,12,59,tipperary,"oh,cincinnati'51"
24106,3,12,59,tipperary,"il,'55"
24107,3,19,59,,"nj,il*"
24108,3,19,59,,"ct,"
24109,3,19,59,,
24110,3,19,59,,
24111,3,19,59,,
24112,3,19,59,,
24113,3,17,55,waterford,"pa,marclysburgh,huntington c"
24114,3,19,59,,"ny,peterboro,madison co"
24115,3,19,59,carlow,"ny,geneva 5/58,clifton*"
24116,3,19,59,carlow,"md,baltimore '53"
24117,3,19,59,carlow,"md,baltimore*"
24119,3,19,59,cork,nyc'54
24120,3,19,59,down,"pa,phila.,'43"
24121,3,19,59,galway,"nh,manchester"
24122,3,19,59,galway,"me,"
24123,3,19,59,galway,liverpool
24124,3,19,59,galway,"ont,coleburn"
24125,3,19,59,galway,"ont,coleburn"
24126,3,19,59,kerry,"ny,albany'46;ca"
24127,3,19,59,kerry,"oh,burlington;fairfield"
24129,3,19,59,kilkenny,
24131,3,19,59,leitrim,"ma,boston'53"
24132,3,19,59,limerick,nyc
24133,3,19,59,limerick,"pa,'57"
24134,3,19,59,longford,"in,"
24135,3,19,59,mayo,"ny,88 mulberry st'53"
24136,3,19,59,mayo,nyc*
24137,3,19,59,queens,"la,new orleans '57"
24138,3,19,59,queens,"la,new orleans '57"
24139,3,19,59,queens,"la,new orleans '57"
24140,3,19,59,queens,"pa,phila delphia*"
24141,3,19,59,queens,"pa,philadelphia*"
24142,3,19,59,queens,"pa,philadelphia*"
24143,3,19,59,queens,
24144,3,19,59,queens,"oh,yotto co"
24145,3,19,59,queens,"la,new orleans '57"
24146,3,19,59,roscommon,"in,"
24147,3,19,59,roscommon,"in,"
24148,3,19,59,roscommon,"in,"
24149,3,19,59,tipperary,"ma,springfield '57"
24150,3,19,59,tipperary,"in,peru"
24151,3,19,59,tyrone,"nj,shrewsberry"
24152,3,19,59,tyrone,"nj,shrewsbury"
24153,3,19,59,wicklow,
24155,3,26,59,dublin,"va,richmond"
24156,3,26,59,dublin,"va,richmond"
24157,3,26,59,,"il,auburn,sangaman co"
24158,3,26,59,,"ny,syracuse"
24159,3,26,59,,
24160,3,26,59,,
24161,3,26,59,,
24162,3,26,59,londonderry,"mo,birnam'shotel,st.louis"
24163,3,26,59,cavan,"ri,providence"
24164,3,26,59,cavan,"pa,philadelphia(supposed)"
24165,3,26,59,cavan,
24166,3,26,59,down,"ont,'56"
24167,3,26,59,down,"ont,'56"
24168,3,26,59,galway,"oh,"
24169,3,26,59,kerry,"mo,st.louis"
24170,3,26,59,kerry,"ma,cabotville*"
24171,3,26,59,kilkenny,"nj,princeton'54"
24172,3,26,59,kilkenny,"va,[believed there]"
24173,3,26,59,kilkenny,"nj,princeton'54"
24174,3,26,59,kings,"il,neponset,beuron co*"
24175,3,26,59,limerick,
24176,3,26,59,limerick,
24177,3,26,59,limerick,
24178,3,26,59,limerick,"pa,'57"
24179,3,26,59,limerick,"sc,charleston"
24180,3,26,59,limerick,pa'56
24181,3,26,59,louth,"vt,until'52"
24182,3,26,59,louth,"vt,until'52"
24183,3,26,59,monaghan,
24184,3,26,59,queens,"*eng,47/48"
24185,3,26,59,roscommon,"ma,w.boylston'56"
24186,3,26,59,roscommon,"ca,san francisco'57"
24187,3,26,59,tipperary,"quebec,'50"
24188,3,26,59,tipperary,"quebec,'50"
24189,3,26,59,waterford,nyc'55
24190,3,26,59,waterford,nyc'55
24191,3,26,59,waterford,nyc'55
24192,3,26,59,waterford,nyc'55
24193,3,26,59,waterford,
24194,4,2,59,,"ma,springfield*"
24195,4,2,59,,"il,shantytown"
24196,4,2,59,clare,"ny,dunkirk"
24197,4,2,59,clare,"ny,dunkirk"
24198,4,2,59,cork,"ma,factory village*"
24199,4,2,59,cork,"ma,factory village*"
24200,4,2,59,cork,"nyc,'56"
24201,4,2,59,cork,"*eng,"
24202,4,2,59,donegal,
24203,4,2,59,galway,"ma,boston"
24204,4,2,59,galway,"mi,grand rapids 06/58"
24205,4,2,59,kilkenny,"la,new orleans(supposed)"
24206,4,2,59,kilkenny,"pa,erie'51"
24207,4,2,59,kilkenny,
24208,4,2,59,limerick,"ny,schaghticoke'56*"
24209,4,2,59,limerick,"la,lake providence*"
24210,4,2,59,mayo,"mo,st.louis"
24211,4,2,59,mayo,"in,"
24212,4,2,59,mayo,"mo,st.louis"
24213,4,2,59,monaghan,
24214,4,2,59,wexford,"il,henry,putnam co'54"
24215,4,9,59,,"mo,st.louis'53"
24216,4,9,59,,"mo,st.louis'53"
24217,4,9,59,,"ca,stanford'56*"
24218,4,9,59,,"nj,newark"
24219,4,9,59,,"va,cove,brook county'53"
24220,4,9,59,,nyc*
24221,4,9,59,,md'46
24222,4,9,59,,nyc or boston*
24223,4,9,59,,nyc or boston*
24225,4,9,59,cork,"la,new orleans"
24226,4,9,59,cork,"mo,knockett"
24227,4,9,59,cork,"ga,augusta"
24228,4,9,59,cork,"ga,augusta"
24229,4,9,59,cork,"ga,augusta"
24230,4,9,59,galway,"oh,/il,*"
24231,4,9,59,galway,"va,fairmount"
24232,4,9,59,kerry,"nh,manchester04/57"
24233,4,9,59,kerry,"ky,louisville'58"
24234,4,9,59,kilkenny,"ny,poughkeepsie'57"
24235,4,9,59,kilkenny,"ny,poughkeepsie'57"
24236,4,9,59,kings,"oh,cincinnati"
24237,4,9,59,limerick,"in,indianapolis"
24238,4,9,59,limerick,
24239,4,9,59,limerick,"ny,oswego'52"
24240,4,9,59,louth,"la,new orleans"
24241,4,9,59,louth,"la,new orleans"
24242,4,9,59,louth,"la,new orleans"
24243,4,9,59,louth,"oh,cincinnati'52"
24244,4,9,59,louth,"oh,cincinnati'52"
24245,4,9,59,mayo,
24246,4,9,59,mayo,
24247,4,9,59,mayo,
24248,4,9,59,mayo,"mo,st.louis"
24249,4,9,59,mayo,"va,wheeling"
24250,4,9,59,mayo,"pa,chester"
24251,4,9,59,mayo,"de,odessa"
24252,4,9,59,monaghan,nyc
24253,4,9,59,roscommon,nyc
24254,4,9,59,tipperary,"la,mulligan'sbend,carroll co"
24255,4,9,59,westmeath,"in,jeffersonville,clerk co"
24256,4,9,59,westmeath,"in,jeffersonville,clerk co"
24257,4,16,59,cork,
24258,4,16,59,cork,
24259,4,16,59,,"oh,cincinnati"
24260,4,16,59,,"ma,boston,25franklin st"
24261,4,16,59,,quebec
24262,4,16,59,,"ms,(supposed)"
24263,4,16,59,cavan,"il,blackberry,kain co"
24264,4,16,59,clare,"va,richmond"
24266,4,16,59,cork,"pa,harrisburg'57"
24267,4,16,59,cork,"ma,boston(lft-50or51)"
24269,4,16,59,cork,"ma,greenfield"
24270,4,16,59,dublin,"ny,bnghamton,broom co'51"
24271,4,16,59,dublin,"ny,binghamton,broom co'51"
24272,4,16,59,dublin,us
24273,4,16,59,galway,u.s. or cn*
24274,4,16,59,galway,"mo,st.louis*"
24275,4,16,59,kerry,"pa,iron hill,n.hampton co."
24276,4,16,59,kerry,"pa,iron hill,n.hampton co."
24277,4,16,59,kilkenny,"la,new orleans or ms river"
24278,4,16,59,kilkenny,"la,new orleans or ms river"
24280,4,16,59,queens,"ct,middletown'57"
24281,4,16,59,roscommon,
24282,4,16,59,roscommon,
24283,4,16,59,roscommon,
24284,4,16,59,roscommon,"il,will county"
24285,4,16,59,roscommon,"ca,mill creek"
24286,4,16,59,roscommon,
24287,4,16,59,roscommon,
24288,4,16,59,roscommon,
24289,4,16,59,tipperary,"ont,peterboro"
24290,4,16,59,tipperary,"ont,peterboro"
24291,4,16,59,tipperary,"ont,peterboro"
24292,4,16,59,tyrone,"nyc,47"
24293,4,16,59,tyrone,"nj,shrewsbury"
24294,4,16,59,tyrone,"nyc,47"
24295,4,16,59,wexford,"quebec,'49"
24296,4,16,59,wicklow,"ca,"
24297,4,23,59,,"il,galena"
24298,4,23,59,,"il,galena"
24299,4,23,59,,"il,galena"
24300,4,23,59,cork,"ma,watertown*,55"
24301,4,23,59,cork,"ny,brooklyn,58"
24302,4,23,59,donegal,"ca,frazer river,'55"
24303,4,23,59,galway,"md,"
24304,4,23,59,kildare,"ny,albany"
24305,4,23,59,kildare,"ky,covington,55"
24306,4,23,59,limerick,"quebec,'48"
24307,4,23,59,limerick,"va,richmond"
24308,4,23,59,limerick,"ny,buffalo,canal st,57"
24309,4,23,59,queens,"nj,fieldsbrgh,58;ga,savnh*"
24310,4,23,59,*scotland,
24311,4,23,59,tipperary,"ca,solana,56"
24312,4,23,59,tipperary,"ca,solana"
24313,4,23,59,tipperary,"*astralia,nr.melbourne"
24314,4,23,59,tipperary,"ny,oneida co,cleril"
24315,4,23,59,tipperary,"ny,oneida co,cleril"
24316,4,23,59,tipperary,"ny,oneida co,cleril"
24317,4,30,59,,"la,new orleans,liberty st"
24318,4,30,59,armagh,"mo,st.louis"
24319,4,30,59,armagh,"tn,memphis"
24320,4,30,59,cork,"pa,birks co,voumansdaugh"
24321,4,30,59,cork,"pa,birks co,voumansdaugh,57"
24322,4,30,59,cork,"pa,birks co,voumansdaugh,57"
24323,4,30,59,cork,"la,new orleans"
24324,4,30,59,dublin,"ky,elizabethtown,55"
24325,4,30,59,dublin,"ky,elizabethtown,55;oh"
24326,4,30,59,limerick,"in,new castle,56"
24327,4,30,59,limerick,"quebec,'49"
24328,4,30,59,limerick,"quebec,'49"
24329,4,30,59,limerick,"quebec,'49"
24330,4,30,59,limerick,"quebec,'49"
24331,4,30,59,limerick,"quebec,'49"
24332,4,30,59,limerick,"quebec,'49"
24333,4,30,59,limerick,"quebec,'49"
24334,4,30,59,mayo,
24335,4,30,59,mayo,
24336,4,30,59,mayo,"il,alton,'55"
24337,4,30,59,roscommon,"al,mobile"
24338,4,30,59,roscommon,"al,mobile"
24339,4,30,59,tipperary,"nyc,24"
24340,4,30,59,wicklow,"quebec,'55"
24341,5,7,59,,"me,baring"
24342,5,7,59,,"ma,"
24343,5,7,59,,"que,montreal"
24344,5,7,59,,"que,montreal"
24345,5,7,59,,"que,montreal"
24346,5,7,59,,"que,montreal"
24347,5,7,59,,"me,baring"
24348,5,7,59,,"ma,boston"
24349,5,7,59,,"ma,boston"
24350,5,7,59,,"ny,cohoes,10/26/58"
24351,5,7,59,,"ny,glens fall,'56"
24352,5,7,59,carlow,"mn,hastings"
24353,5,7,59,cork,
24354,5,7,59,cork,"mo,st.louis"
24355,5,7,59,cork,"la,new orleans,57"
24356,5,7,59,down,
24357,5,7,59,galway,"pa,philadelphia,53"
24358,5,7,59,kerry,"in,jeffersonville,clark co"
24359,5,7,59,kilkenny,
24360,5,7,59,kilkenny,
24361,5,7,59,mayo,"ma,boston,'34"
24362,5,7,59,louth,
24363,5,7,59,roscommon,"la,new orleans;ca,sanfran,54"
24364,5,7,59,roscommon,
24365,5,7,59,waterford,
24366,5,7,59,wicklow,"pa,pittsburg,11/58"
24367,5,7,59,wicklow,
24368,5,14,59,,
24369,5,14,59,,"nyc,'56"
24370,5,14,59,,
24371,5,14,59,,
24372,5,14,59,,"la,n orleans,charityhosp.48"
24373,5,14,59,clare,
24374,5,14,59,clare,
24375,5,14,59,clare,
24376,5,14,59,cork,"ma,boston"
24377,5,14,59,cork,"ma,boston"
24378,5,14,59,cork,"ma,boston"
24379,5,14,59,cork,"va,harrisonburg,37"
24380,5,14,59,cork,"mo,st.louis"
24381,5,14,59,fermanagh,"ma,boston,'55"
24382,5,14,59,donegal,"mo,"
24383,5,14,59,kilkenny,"nyc,'53"
24384,5,14,59,limerick,"oh,cincinnati"
24385,5,14,59,mayo,"ma,boston"
24386,5,14,59,mayo,"ma,boston"
24387,5,14,59,mayo,"ma,boston"
24388,5,14,59,roscommon,"il,"
24389,5,14,59,roscommon,"mo,st.louis"
24390,5,14,59,roscommon,"il,chicago,56"
24391,5,14,59,*scotland,"can,52"
24392,5,14,59,sligo,"me,bangor,57;west"
24393,5,14,59,sligo,
24394,5,14,59,tipperary,"pa,altoona,nr.blair co."
24395,5,14,59,tipperary,"ia,commanche,57;mo or ka"
24396,5,14,59,tipperary,
24397,5,14,59,tipperary,
24398,5,14,59,tipperary,
24399,5,14,59,waterford,"oh,sandusky,56"
24400,5,14,59,westmeath,"que,chambly,47"
24401,5,21,59,,
24402,5,21,59,,"la,new orleans or ma,boston"
24403,5,21,59,,
24404,5,21,59,armagh,
24405,5,21,59,cavan,"il,onarga*"
24406,5,21,59,clare,
24407,5,21,59,cork,
24408,5,21,59,cork,
24409,5,21,59,cork,
24410,5,21,59,cork,"il,lasalle county"
24411,5,21,59,cork,
24412,5,21,59,cork,
24413,5,21,59,cork,
24414,5,21,59,cork,
24415,5,21,59,cork,
24416,5,21,59,cork,
24417,5,21,59,cork,
24418,5,21,59,cork,
24420,5,21,59,kerry,"mo,st.louis'58"
24421,5,21,59,kildare,"oh,logan,mocking county"
24422,5,21,59,limerick,
24423,5,21,59,limerick,"la,new orleans/ma,boston"
24424,5,21,59,limerick,"oh,wooster,wayne co'52"
24425,5,21,59,limerick,"oh,wooster,wayne co'52"
24426,5,21,59,limerick,"oh,wooster,wayne co'52"
24427,5,21,59,galway,"ms,12/58"
24428,5,21,59,galway,"ms,12/58"
24429,5,21,59,mayo,"que,canada east(supposed)"
24430,5,21,59,meath,
24431,5,21,59,meath,"ont,owen sound,gre county"
24432,5,21,59,meath,"ny,new rochelle"
24433,5,21,59,roscommon,"nyc,(state or city)"
24434,5,21,59,roscommon,"*eng,london"
24435,5,21,59,tipperary,"ca,marysville"
24436,5,21,59,tipperary,"ca,marysville"
24437,5,21,59,tipperary,"in,valparaiso,porter co'57"
24438,5,21,59,waterford,"ma,charleston'58"
24439,5,21,59,waterford,"ma,charleston'58"
24440,5,21,59,waterford,"ma,charleston'58"
24441,5,21,59,waterford,"sc,charleston"
24442,5,21,59,wexford,
24443,5,28,59,,"ny,syracuse,52"
24444,5,28,59,,"ny,syracuse,52"
24445,5,28,59,,"ny,syracuse,52"
24446,5,28,59,,"ny,syracuse,52"
24448,5,28,59,cavan,"pa,mineral pt,bedford co"
24449,5,28,59,cavan,"pa,mineral pt,bedford co"
24450,5,28,59,clare,"vt,burlintgton"
24451,5,28,59,clare,
24452,5,28,59,cork,"mn,stillwater,57"
24453,5,28,59,cork,"mo,st.louis"
24454,5,28,59,cork,"pa,57"
24455,5,28,59,cork,"pa,"
24456,5,28,59,cork,"oh,cincinnati"
24457,5,28,59,cork,
24458,5,28,59,cork,"*eng,"
24459,5,28,59,londonderry,"mo,oak hill"
24460,5,28,59,down,
24461,5,28,59,dublin,"mi,white river"
24462,5,28,59,galway,"il,"
24463,5,28,59,kerry,"vt,brandon,58;vt,castleton"
24464,5,28,59,kerry,"ms,warrenton,57"
24465,5,28,59,kerry,"ms,warrenton,57"
24466,5,28,59,kerry,"ms,warrenton,57"
24467,5,28,59,kildare,"que,quebec,47"
24468,5,28,59,kilkenny,
24469,5,28,59,kilkenny,
24470,5,28,59,roscommon,
24471,5,28,59,roscommon,
24472,5,28,59,roscommon,
24473,5,28,59,roscommon,"oh,columbus"
24474,5,28,59,roscommon,"oh,columbus"
24475,5,28,59,westmeath,"ny,goshen"
24476,5,28,59,westmeath,"ny,goshen"
24477,5,28,59,westmeath,"ny,goshen"
24478,6,4,59,,
24479,6,4,59,,
24480,6,4,59,,"ny,hornellsvile,58"
24481,6,4,59,,"que,montreal"
24482,6,4,59,,"ma,pittsfield"
24483,6,4,59,cavan,"pa,grnsburg,59;oh,loveland*"
24484,6,4,59,clare,
24485,6,4,59,cork,"nyc,'57"
24486,6,4,59,donegal,"ky,louisvlle,'57"
24487,6,4,59,dublin,
24488,6,4,59,dublin,"me,bangor,53;ca"
24489,6,4,59,galway,
24490,6,4,59,galway,
24491,6,4,59,kerry,"in,"
24492,6,4,59,kerry,"in,"
24493,6,4,59,limerick,"ny,washington co"
24494,6,4,59,limerick,"quebec,'50"
24496,6,4,59,mayo,"mo,st.louis,54"
24497,6,4,59,mayo,"ny,boonville,58"
24498,6,4,59,meath,
24499,6,4,59,roscommon,"wi,milwaukie,56"
24500,6,4,59,roscommon,"md,baltimore,43"
24501,6,4,59,roscommon,"nyc,'58"
24502,6,4,59,*scotland,"mi,pontiac"
24503,6,4,59,tipperary,"md,baltimore,58"
24504,6,4,59,tipperary,"il,champaign co,urbana"
24505,6,4,59,waterford,"pa,lancaster co"
24506,6,11,59,,nyc
24507,6,11,59,,
24508,6,11,59,,
24509,6,11,59,,"*eng,"
24510,6,11,59,clare,"oh,stuvensville,57;ia"
24511,6,11,59,clare,"ma,boston,'47"
24512,6,11,59,cork,"in,legrange co,limma"
24513,6,11,59,cork,
24514,6,11,59,cork,"ct,new haven,'57"
24515,6,11,59,*england,"nj,shrewsbury,w/jhn wallace"
