recid,mm,dd,yy,county,loc_1
11469,11,12,53,mayo,
11470,11,12,53,mayo,
11471,11,12,53,mayo,
11472,11,12,53,,
11473,11,12,53,roscommon,"pa,danville"
11474,11,12,53,roscommon,"pa,danville"
11475,11,12,53,roscommon,"pa,danville"
11476,11,12,53,tipperary,"vt,clarendonsprings(05/50)"
11478,11,19,53,cork,"nyc,'52"
11479,11,19,53,cork,
11480,11,19,53,cork,"ma,e.cambridge"
11481,11,19,53,cork,"ma,boston,'48"
11482,11,19,53,cork,"ny,cattaraugusco."
11483,11,19,53,cork,
11484,11,19,53,cork,
11485,11,19,53,cork,"ny,hoffman's perry"
11486,11,19,53,kerry,"wi,"
11487,11,26,53,,
11488,11,26,53,,
11489,11,26,53,,
11490,11,26,53,,"nyc,32 elizabeth st."
11491,11,26,53,carlow,nyc(06/52)
11492,11,26,53,cork,"ma,natick"
11493,11,26,53,cork,nyc
11494,11,26,53,cork,"quebec,'47"
11495,11,26,53,cork,
11496,11,26,53,limerick,"ny,w.troy"
11497,12,3,53,,"ga,milledgeville"
11498,12,3,53,,nyc
11499,12,3,53,,"ga,milledgeville"
11501,12,3,53,,
11502,12,3,53,,
11503,12,3,53,,"ma,boston,32endicotst."
11504,12,3,53,,"nh,(08/51)"
11505,12,3,53,,"nh,(08/51)"
11506,12,3,53,,"nyc,'53"
11507,12,3,53,,"in,45-53"
11508,12,3,53,,nyc
11509,12,3,53,,nyc
11510,12,3,53,cork,"nyc,'51"
11511,12,3,53,cork,"ma,boston,'50"
11512,12,3,53,cork,"nyc,'50"
11513,12,3,53,cork,"ma,boston,'52"
11514,12,3,53,cork,"pa,"
11515,12,3,53,cork,"pa,"
11516,12,3,53,dublin,"ma,boston (48)"
11517,12,3,53,dublin,"ma,boston (48)"
11518,12,3,53,fermanagh,
11520,12,3,53,kerry,
11521,12,3,53,kerry,"ma,boston (12/52)"
11522,12,3,53,kerry,
11523,12,3,53,kerry,"ny,n.greece"
11524,12,3,53,kilkenny,"mo,manchester"
11525,12,3,53,kings,"ma,boston,'48"
11526,12,3,53,limerick,
11527,12,3,53,limerick,"ma,boston,'46"
11528,12,3,53,limerick,"ma,boston,'46"
11529,12,3,53,limerick,"ma,boston,'47"
11530,12,3,53,meath,nyc
11531,12,3,53,meath,"ma,lowell(50)"
11533,12,3,53,roscommon,
11534,12,3,53,roscommon,
11535,12,3,53,roscommon,
11536,12,3,53,roscommon,
11537,12,3,53,roscommon,
11538,12,3,53,roscommon,
11539,12,3,53,tipperary,
11540,12,3,53,wexford,
11541,12,10,53,,"vt,burlington"
11542,12,10,53,,"nyc,'52"
11543,12,10,53,,"[],pottsville (48)"
11544,12,10,53,,"nyc,'53"
11545,12,10,53,cavan,"ct,greenwich (52)"
11546,12,10,53,clare,
11547,12,10,53,clare,nyc'51
11548,12,10,53,clare,"que,quebec,'51"
11549,12,10,53,clare,
11550,12,10,53,clare,
11551,12,10,53,clare,"nyc,'51"
11553,12,10,53,cork,"nh,plymouth"
11554,12,10,53,cork,
11558,12,10,53,cork,
11559,12,10,53,cork,"la,new orleans (50)"
11560,12,10,53,cork,"ny,callaraugusco."
11561,12,10,53,cork,
11562,12,10,53,cork,
11563,12,10,53,donegal,"nyc,'51"
11564,12,10,53,donegal,"me,"
11565,12,10,53,donegal,
11566,12,10,53,fermanagh,"nyc,'47"
11567,12,10,53,galway,
11568,12,10,53,galway,"ny,john'svillia"
11569,12,10,53,galway,
11570,12,10,53,kerry,"quebec,'51"
11571,12,10,53,kerry,"ky,'51"
11572,12,10,53,kerry,"oh,cincinnati (50)"
11573,12,10,53,kerry,"nyc,'47"
11574,12,10,53,kerry,"nyc,'47"
11575,12,10,53,kerry,"nyc,'47"
11576,12,10,53,kilkenny,
11577,12,10,53,leitrim,nyc
11578,12,10,53,leitrim,"il,(03/53)"
11580,12,10,53,limerick,
11581,12,10,53,limerick,
11583,12,10,53,limerick,
11584,12,10,53,londonderry,"nyc,'49"
11585,12,10,53,londonderry,"nyc,'49"
11586,12,10,53,londonderry,"nyc,'49"
11588,12,10,53,louth,"pa,brockville"
11589,12,10,53,mayo,nyc (47/48)
11590,12,10,53,meath,"ny,splitrock"
11591,12,10,53,meath,"ny,splitrock (52/53)"
11592,12,10,53,westmeath,"nyc,'47"
11593,12,10,53,monaghan,"nyc,'50"
11594,12,10,53,queens,"ma,natick (8/52)"
11595,12,10,53,queens,"ma,natick (8/52)"
11596,12,10,53,sligo,"in,'51"
11597,12,10,53,sligo,"quebec,'51"
11598,12,10,53,tipperary,"quebec,'50"
11599,12,10,53,tipperary,"quebec,'50"
11600,12,10,53,tipperary,"nyc,'52"
11601,12,10,53,tipperary,"la,new orleans"
11602,12,10,53,tipperary,"nj,newark (49)"
11603,12,10,53,tipperary,"nj,newark (49)"
11604,12,10,53,tyrone,
11605,12,10,53,tyrone,
11606,12,10,53,waterford,"ma,boston"
11607,12,17,53,,
11608,12,17,53,,"nyc,'41"
11609,12,17,53,,"nyc,'53"
11610,12,17,53,,"nh,weare"
11611,12,17,53,,"nyc,'52"
11612,12,17,53,cavan,"nyc,'51"
11613,12,17,53,clare,"nyc,'52"
11614,12,17,53,clare,"nyc,15 park row"
11615,12,17,53,cork,
11616,12,17,53,cork,"vt,'51"
11617,12,17,53,cork,"ma,boston"
11618,12,17,53,cork,"ia,"
11619,12,17,53,cork,"in,evansville"
11620,12,17,53,cork,"ont,"
11621,12,17,53,galway,nyc
11622,12,17,53,galway,"va,richmond"
11623,12,17,53,galway,"oh,cleveland"
11624,12,17,53,kerry,"ma,newburyport"
11625,12,17,53,kerry,"nyc,'49"
11626,12,17,53,limerick,"ny,little valley"
11627,12,17,53,limerick,"quebec,'50"
11628,12,17,53,mayo,
11629,12,17,53,meath,
11630,12,17,53,meath,
11631,12,17,53,meath,"ma,boston,'47"
11632,12,17,53,meath,"ny,deirfield (51)"
11633,12,17,53,roscommon,"ma,boston,'46"
11634,12,17,53,roscommon,
11635,12,17,53,roscommon,
11636,12,17,53,roscommon,
11637,12,17,53,tipperary,"la,new orleans'49"
11638,12,17,53,tipperary,"la,new orleans'49"
11639,12,17,53,tipperary,"la,new orleans'49"
11640,12,17,53,waterford,"nyc,7/4/53"
11641,12,24,53,,"nh,suncook"
11642,12,24,53,,"nh,suncook"
11643,12,24,53,,"ma,boston,'50"
11644,12,24,53,,"nyc,'53"
11645,12,24,53,,"nyc,'53"
11646,12,24,53,,
11647,12,24,53,armagh,
11648,12,24,53,clare,"wi,mineral point, iowa co."
11649,12,24,53,clare,"pa,philadelphia"
11650,12,24,53,cork,"nyc,'44"
11651,12,24,53,cork,"ma,lawrence"
11652,12,24,53,cork,"nbr,st.john"
11655,12,24,53,cork,"ma,boston"
11656,12,24,53,donegal,"oh,newaustin;west.terr."
11657,12,24,53,down,"ny,lockport"
11658,12,24,53,galway,"ont,"
11659,12,24,53,galway,"pa,luzerne co."
11660,12,24,53,galway,"ny,coldspring, longisland"
11661,12,24,53,galway,"ma,boston,'51"
11662,12,24,53,kerry,"quebec,'47"
11663,12,24,53,kerry,"la,new orleans"
11664,12,24,53,kerry,"oh,cincinnati"
11665,12,24,53,kerry,"oh,cincinnati"
11666,12,24,53,kildare,"la,new orleans"
11667,12,24,53,limerick,"ma,boston,'48"
11669,12,24,53,limerick,
11670,12,24,53,louth,nyc
11671,12,24,53,louth,nyc
11672,12,24,53,louth,nyc
11673,12,24,53,mayo,"va, cumberland"
11674,12,24,53,roscommon,"ma,boston,'50"
11675,12,24,53,roscommon,"mo,st.louis"
11676,12,24,53,roscommon,"que,montreal"
11677,12,24,53,roscommon,"mn,st croix"
11679,12,24,53,tipperary,"nyc,'53"
11680,12,24,53,tipperary,"la,new orleans"
11681,12,24,53,tipperary,"al,mobile"
11683,12,31,53,,
11684,12,31,53,,
11685,12,31,53,,"ma,boston"
11686,12,31,53,,"md,vicksburg"
11687,12,31,53,,"ma,roxbury"
11688,12,31,53,armagh,"mo,st.louis"
11689,12,31,53,cavan,"pa,schuylkill"
11690,12,31,53,cavan,"pa,schuylkill"
11691,12,31,53,cavan,
11692,12,31,53,cavan,"pa,schuylkill"
11693,12,31,53,cavan,"la,new orleans"
11694,12,31,53,cavan,"pa,schuylkill"
11695,12,31,53,cavan,"pa,schuylkill"
11696,12,31,53,clare,"nyc,'52"
11697,12,31,53,clare,"nyc,11/52"
11698,12,31,53,clare,"nyc,'52"
11699,12,31,53,clare,"nyc,'52"
11700,12,31,53,cork,"va,wheeling"
11701,12,31,53,cork,"pa,"
11702,12,31,53,cork,"ma,boston,'53"
11703,12,31,53,cork,
11704,12,31,53,cork,"ma,boston"
11705,12,31,53,cork,"ma,boston"
11706,12,31,53,cork,"ma,boston"
11707,12,31,53,cork,"va,brooksville"
11708,12,31,53,down,
11709,12,31,53,dublin,"oh,'50"
11710,12,31,53,kerry,"al,mobile"
11711,12,31,53,kerry,"quebec,'52"
11712,12,31,53,kerry,"ma,melville"
11713,12,31,53,kilkenny,"la,new orleans"
11714,12,31,53,leitrim,
11715,12,31,53,leitrim,"nyc,'49"
11716,12,31,53,limerick,"quebec,'52"
11717,12,31,53,limerick,"ny,rochester"
11718,12,31,53,limerick,mexico
11719,12,31,53,limerick,
11720,12,31,53,limerick,"ny,troy(6/52);st.louismo"
11721,12,31,53,limerick,
11722,12,31,53,limerick,"ky,"
11723,12,31,53,mayo,"il,"
11724,12,31,53,meath,"ma,boston"
11725,12,31,53,monaghan,"ma,roxbury"
11726,12,31,53,monaghan,"ma,boston"
11727,12,31,53,monaghan,"ma,boston"
11728,12,31,53,queens,"nyc,'50"
11729,12,31,53,roscommon,"ma,boston,9/53"
11730,12,31,53,roscommon,"nyc,'47"
11732,12,31,53,waterford,
11733,12,31,53,waterford,"mi,detroit"
11734,1,7,54,,"nyc,'51"
11735,1,7,54,,"il,51/52"
11736,1,7,54,,"mi,detroit,'51"
11737,1,7,54,,"tn,"
11738,1,7,54,,"il,hartland,mchenry co."
11739,1,7,54,,"nyc,10/53"
11740,1,7,54,,"ny,buffalo,(sociallity*)"
11741,1,7,54,clare,quebec
11742,1,7,54,clare,"oh,springfield"
11743,1,7,54,cork,"va,"
11744,1,7,54,cork,"va,"
11745,1,7,54,cork,"nyc,4/7/53"
11746,1,7,54,cork,
11747,1,7,54,galway,nyc
11748,1,7,54,galway,"oh,genessee co."
11749,1,7,54,galway,"oh,genessee"
11750,1,7,54,galway,"nyc,'53"
11752,1,7,54,kerry,"vt,waterbury"
11753,1,7,54,kerry,"vt,waterbury"
11754,1,7,54,kerry,"vt,waterbury"
11755,1,7,54,cork,"nyc,11/53"
11756,1,7,54,kerry,"can,"
11757,1,7,54,kerry,"can,"
11758,1,7,54,kerry,"can,"
11759,1,7,54,kerry,
11760,1,7,54,kerry,
11761,1,7,54,kerry,
11762,1,7,54,limerick,"ma,boston,'44-'50"
11763,1,7,54,limerick,
11764,1,7,54,limerick,"ct,norwalk"
11765,1,7,54,limerick,"ct,norwalk"
11766,1,7,54,limerick,"ct,norwalk"
11767,1,7,54,westmeath,"quebec,'32"
11768,1,7,54,westmeath,"nyc,'34"
11769,1,7,54,roscommon,"ga,"
11770,1,7,54,roscommon,"oh,sandusky"
11771,1,7,54,roscommon,"quebec,14 mi.fr."
11772,1,7,54,roscommon,"quebec,14 mi.fr."
11773,1,7,54,roscommon,"la,new orleans,3/53"
11774,1,7,54,roscommon,"la,new orleans,3/53"
11775,1,7,54,roscommon,"la,new orleans,3/53"
11776,1,7,54,roscommon,"la,new orleans,3/53"
11777,1,7,54,roscommon,"la,new orleans,3/53"
11778,1,7,54,sligo,"nyc,'47"
11779,1,7,54,sligo,"oh,cincinatti,'51"
11780,1,7,54,tipperary,"ny,rochester"
11781,1,7,54,tipperary,"ny,rochester"
11782,1,7,54,tyrone,oh
11783,1,7,54,tyrone,"pa,pittsburgh"
11784,1,7,54,tyrone,"pa,pittsburgh"
11785,1,7,54,waterford,"oh,cincinnati"
11786,1,7,54,wexford,
11787,1,7,54,wexford,
11789,1,7,54,wexford,
11790,1,7,54,wexford,"ma,"
11791,1,7,54,wexford,"ma,'35"
11792,1,14,54,,"ma,worcester"
11793,1,14,54,,"oh,athens (08/53)"
11794,1,14,54,,"ma,"
11795,1,14,54,,
11796,1,14,54,,
11797,1,14,54,,
11798,1,14,54,,"ny,elmira,6/5"
11799,1,14,54,mayo,
11800,1,14,54,carlow,
11801,1,14,54,clare,"vt,burlington"
11802,1,14,54,clare,"in,indianapolis"
11803,1,14,54,clare,
11804,1,14,54,cork,"ma,lawrence city"
11805,1,14,54,cork,
11806,1,14,54,cork,
11807,1,14,54,cork,
11808,1,14,54,cork,
11811,1,14,54,cork,
11812,1,14,54,cork,"ma,boston"
11813,1,14,54,cork,"ma,boston"
11814,1,14,54,cork,"ky,"
11815,1,14,54,cork,"wa,"
11816,1,14,54,donegal,"nyc,elizabeth st."
11817,1,14,54,fermanagh,"mo,st.louis"
11818,1,14,54,galway,"oh,"
11819,1,14,54,galway,"ma,boston"
11820,1,14,54,galway,"ma,boston,'51"
11821,1,14,54,galway,nyc
11822,1,14,54,kerry,
11823,1,14,54,kerry,"ma,boston,'52"
11824,1,14,54,kerry,"in,5/51"
11825,1,14,54,kerry,"ma,boston,'51"
11826,1,14,54,kerry,"ma,boston,'51"
11827,1,14,54,kerry,
11828,1,14,54,kerry,
11829,1,14,54,kerry,"ky,"
11830,1,14,54,kerry,
11831,1,14,54,kildare,"ny,on hudson river"
11832,1,14,54,kilkenny,"la,new orleans"
11833,1,14,54,kilkenny,"ny,syracuse"
11834,1,14,54,kilkenny,"ny,syracuse,1/53"
11835,1,14,54,kilkenny,"ky,independence"
11836,1,14,54,limerick,
11837,1,14,54,mayo,
11838,1,14,54,mayo,"oh,"
11839,1,14,54,meath,"nyc,26 cedar st."
11840,1,14,54,meath,"ny,albany"
11841,1,14,54,westmeath,nyc (39)
11842,1,14,54,queens,"nyc,'53"
11843,1,14,54,tipperary,"ma,blackstone"
11844,1,14,54,tipperary,
11845,1,14,54,tipperary,
11846,1,14,54,tipperary,"ny,cayuga co.'51"
11847,1,14,54,tipperary,"ny,cayuga co,51"
11848,1,14,54,tyrone,
11849,1,14,54,waterford,
11850,1,14,54,waterford,
11851,1,14,54,wicklow,
11852,1,20,54,limerick,
11853,1,21,54,cavan,"nyc,'53"
11854,1,21,54,cavan,"nyc,'53"
11855,1,21,54,clare,"ma,boston,'53"
11856,1,21,54,clare,
11857,1,21,54,cork,"ma,boston"
11858,1,21,54,cork,"ct,asonia"
11859,1,21,54,donegal,"nyc,'48"
11861,1,21,54,kildare,"nyc,102 washington st."
11862,1,21,54,fermanagh,nyc
11863,1,21,54,galway,"ma,boston"
11865,1,21,54,galway,"ma,boston"
11866,1,21,54,kerry,"tn,nashville,1/53"
11867,1,21,54,kerry,
11868,1,21,54,kerry,
11869,1,21,54,kerry,"ny,buffalo"
11870,1,21,54,kerry,"mi, ann arbor"
11871,1,21,54,kerry,
11872,1,21,54,kerry,"ny,buffalo"
11873,1,21,54,kilkenny,
11874,1,21,54,kilkenny,"pa,pottsville"
11875,1,21,54,kilkenny,"la,new orleans"
11876,1,21,54,kilkenny,
11877,1,21,54,leitrim,"nyc,'48"
11878,1,21,54,limerick,"la,new orleans"
11879,1,21,54,limerick,"nyc,'53"
11880,1,21,54,limerick,"ny,buffalo"
11881,1,21,54,limerick,"ma,boston"
11882,1,21,54,limerick,"oh,delaware co."
11883,1,21,54,mayo,"pa,philadelphia (42)"
11884,1,21,54,mayo,"mo,"
11885,1,21,54,meath,"quebec,'41"
11886,1,21,54,meath,"quebec,'41"
11887,1,21,54,meath,"que,beauhornois canal"
11888,1,21,54,meath,"[],lake st.francis"
11889,1,21,54,meath,
11890,1,21,54,meath,"nj,newark"
11891,1,21,54,meath,"nj,newark"
11892,1,21,54,meath,"nj,newark"
11893,1,21,54,monaghan,"nyc,'51"
11894,1,21,54,monaghan,"pa,baker's depot,20 mi.fr."
11895,1,21,54,monaghan,"pa,baker's depot,20 mi,fr."
11896,1,21,54,tipperary,"nyc,'51"
11897,1,21,54,tipperary,"ny,st.alban's bay"
11898,1,21,54,tipperary,"ny,st.alban's bay"
11899,1,21,54,tipperary,"ny,st.alban's bay"
11900,1,21,54,tipperary,
11901,1,21,54,waterford,"pa,summer's run"
11902,1,21,54,waterford,
11903,1,27,54,,"nyc,'50"
11905,1,28,54,,"ma,boston,utica st."
11906,1,28,54,,
11907,1,28,54,carlow,"tx,galveston"
11908,1,28,54,clare,
11909,1,28,54,clare,
11910,1,28,54,clare,
11911,1,28,54,clare,"ny,erie co."
11912,1,28,54,clare,"ny,erie co."
11913,1,28,54,clare,"quebec,'43"
11914,1,28,54,clare,nyc
11915,1,28,54,clare,"mi,detroit"
11916,1,28,54,clare,"ny,long island, coldsprings"
11917,1,28,54,cork,"ga,savannah"
11918,1,28,54,cork,"nyc,'51"
11919,1,28,54,cork,"ma,boston"
11920,1,28,54,cork,"me,ellsworth(10/52)"
11921,1,28,54,cork,"il,"
11922,1,28,54,cork,
11923,1,28,54,cork,
11924,1,28,54,cork,"nyc,'53"
11925,1,28,54,cork,
11926,1,28,54,cork,
11927,1,28,54,donegal,"nyc,'47"
11928,1,28,54,donegal,"nyc,'47"
11929,1,28,54,dublin,nyc
11930,1,28,54,dublin,nyc
11931,1,28,54,galway,"oh,"
11932,1,28,54,galway,"oh,"
11933,1,28,54,galway,oh
11934,1,28,54,galway,"pa,philadelphia"
11935,1,28,54,kerry,"quebec,'52"
11936,1,28,54,kerry,
11937,1,28,54,kerry,"ma,neponset"
11938,1,28,54,kerry,"ny,orange co."
11939,1,28,54,kerry,"nyc,'53"
11940,1,28,54,kerry,"nyc,'53"
11941,1,28,54,kerry,"nyc,'53"
11942,1,28,54,kings,"mn, st. paul"
11943,1,28,54,leitrim,"nyc,25 thames st."
11944,1,28,54,leitrim,
11945,1,28,54,leitrim,"il,chicago"
11946,1,28,54,louth,"ma,boston,'50"
11947,1,28,54,mayo,"ny,rome"
11948,1,28,54,mayo,can
11949,1,28,54,mayo,"ny,lockport"
11950,1,28,54,mayo,"ny,lockport"
11951,1,28,54,meath,"nyc,41/42"
11952,1,28,54,kerry,"quebec,'52"
11953,1,28,54,meath,"nyc,41/42"
11954,1,28,54,roscommon,"wi,albony, green co."
11955,1,28,54,sligo,"ma,boston"
11956,1,28,54,tipperary,"pa,philadelphia"
11957,1,28,54,tipperary,"pa,philadelphia"
11958,1,28,54,tipperary,"ny,w.utica (52)"
11959,1,28,54,tyrone,"pa,greatbend,susquehannaco"
11960,1,28,54,waterford,"ma,boston,'47"
11961,1,28,54,westmeath,"ny,cazenovia"
11962,2,4,54,,"ma,lexington"
11963,2,4,54,,"ny,little falls"
11964,2,4,54,,
11965,2,4,54,,
11966,2,4,54,,
11967,2,4,54,,
11968,2,4,54,,
11969,2,4,54,carlow,"ct,fairfieldco"
11970,2,4,54,carlow,"ct,fairfieldco."
11971,2,4,54,cavan,"la,new orleans"
11972,2,4,54,cavan,"pa,jamaqua,schuylkillco"
11973,2,4,54,clare,"oh,cleveland"
11974,2,4,54,clare,
11975,2,4,54,clare,
11976,2,4,54,clare,
11977,2,4,54,clare,"ny,poughkeepsie, dutchessco"
11978,2,4,54,clare,"que,quebec"
11979,2,4,54,cork,"nyc,'52"
11980,2,4,54,cork,"la,new orleans"
11981,2,4,54,cork,"mo,st.louis"
11982,2,4,54,cork,"va,"
11983,2,4,54,cork,"ont,mallow"
11984,2,4,54,cork,"ont,st.catherines"
11985,2,4,54,cork,
11986,2,4,54,cork,"ma,boston"
11987,2,4,54,cork,"nyc,'46"
11988,2,4,54,cork,"ma,springfield"
11989,2,4,54,cork,"ma,springfield"
11990,2,4,54,cork,"mo,st.louis"
11991,2,4,54,cork,"ma,whately"
11992,2,4,54,cork,"ma,cabotville"
11993,2,4,54,galway,"ma,upton"
11994,2,4,54,galway,"md,baltimore"
11995,2,4,54,kerry,"oh,"
11996,2,4,54,kildare,
11997,2,4,54,kildare,"nbr,st.john"
11998,2,4,54,kilkenny,"il,peruhollyhed"
11999,2,4,54,kilkenny,
12000,2,4,54,kilkenny,
12001,2,4,54,kilkenny,
12002,2,4,54,kings,"va,richmond"
12003,2,4,54,leitrim,"ri,newport"
12004,2,4,54,limerick,"oh,"
12005,2,4,54,longford,"ny,batava(8 mi fr)"
12006,2,4,54,longford,
12007,2,4,54,mayo,"ny,syracuse"
12008,2,4,54,meath,"nyc,'33"
12009,2,4,54,meath,"nyc,'33"
12010,2,4,54,meath,
12011,2,4,54,meath,"nyc,'53"
12012,2,4,54,meath,"la,new orleans"
12013,2,4,54,monaghan,"ny,buffalo"
12014,2,4,54,monaghan,
12015,2,4,54,queens,nyc
12016,2,4,54,queens,
12017,2,4,54,queens,
12018,2,4,54,roscommon,"ny,poughkeepsie,dutchessco."
12019,2,4,54,roscommon,"nj,gloucester"
12020,2,4,54,tipperary,"oh,"
12021,2,4,54,waterford,"ma,mansfield"
12022,2,4,54,waterford,"ma,mansfield"
12023,2,11,54,,"nj,newark"
12024,2,11,54,,"pa,pittsburg,wild st."
12025,2,11,54,,
12026,2,11,54,,"ny,albany(2/52)"
12027,2,11,54,carlow,"nyc,'51"
12028,2,11,54,cavan,"ny,onondago"
12029,2,11,54,cavan,"nyc,'46"
12030,2,11,54,clare,"quebec,'51"
12031,2,11,54,cork,
12032,2,11,54,cork,"nyc,'51"
12033,2,11,54,cork,"nyc,'51"
12034,2,11,54,cork,"ny,rochester"
12035,2,11,54,cork,"ny,rochester"
12036,2,11,54,cork,"nyc,'50"
12037,2,11,54,cork,"ma,boston,'47"
12038,2,11,54,cork,"la,neworleans"
12039,2,11,54,cork,"la,new orleans"
12040,2,11,54,cork,"la,new orleans"
12041,2,11,54,cork,"la,new orleans"
12042,2,11,54,down,"ny,gent"
12043,2,11,54,galway,"ma,boston"
12044,2,11,54,galway,ma
12045,2,11,54,kerry,"nh,new ipswick"
12046,2,11,54,kerry,"nyc,'52"
12047,2,11,54,kerry,"oh,hillsborough,highlandco."
12048,2,11,54,kerry,"oh,warren co,morrowtown"
12049,2,11,54,kerry,"oh,hillsborough,highlandco."
12050,2,11,54,kildare,
12051,2,11,54,kildare,
12052,2,11,54,kildare,
12053,2,11,54,kildare,
12054,2,11,54,kilkenny,"ny,roundout"
12055,2,11,54,kilkenny,
12056,2,11,54,limerick,nyc
12057,2,11,54,limerick,"nyc,'50"
12058,2,11,54,limerick,"nyc,'47"
12059,2,11,54,limerick,"nyc,'47"
12060,2,11,54,mayo,
12061,2,11,54,mayo,"la,new orleans"
12062,2,11,54,meath,"nyc,'53"
12063,2,11,54,meath,nyc
12064,2,11,54,meath,nyc
12065,2,11,54,meath,nyc
12066,2,11,54,meath,nyc
12068,2,11,54,queens,"ma,boston"
12069,2,11,54,roscommon,
12070,2,11,54,roscommon,"ky,pleasanthill,mercerco."
12071,2,11,54,sligo,"oh,cincinnati"
12072,2,11,54,tipperary,"quebec,'53"
12073,2,11,54,tipperary,"ny,grant st."
12074,2,11,54,tipperary,"ma,e.abbington"
12075,2,11,54,tipperary,"ma,e.abbington"
12076,2,11,54,tipperary,nyc
12077,2,11,54,tipperary,nyc
12078,2,11,54,waterford,"pa,harrisburg"
12079,2,11,54,waterford,"pa,harrisburg"
12080,2,11,54,waterford,"ny,yonkers"
12081,2,11,54,waterford,"ny,montezuma"
12083,2,18,54,,"mi,detroit,9/52"
12084,2,18,54,,"nyc,'53"
12085,2,18,54,,"oh,lebanon, warrenco."
12086,2,18,54,,"ny,roundout,ulsterco."
12087,2,18,54,,
12088,2,18,54,,"*eng,newcastle,47"
12089,2,18,54,,"ma,bridgewater"
12090,2,18,54,,"oh,cincinnati"
12091,2,18,54,,
12092,2,18,54,antrim,"pa,"
12093,2,18,54,clare,"nyc,'53"
12094,2,18,54,clare,"oh,*11/52"
12095,2,18,54,clare,"nyc,31st st, no 30; 52"
12096,2,18,54,clare,"nyc,31st st,no 30; 52"
12097,2,18,54,cork,"nyc,'50"
12098,2,18,54,cork,"nyc,'48"
12099,2,18,54,cork,"ma,boston,'52"
12100,2,18,54,cork,"ma,richmond*,40/41"
12101,2,18,54,cork,"ma,richmond*,40/41"
12102,2,18,54,cork,"ma,richmond*,40/41"
12103,2,18,54,cork,"ma,richmond*,40/41"
12104,2,18,54,cork,"ma,richmond*,40/41"
12105,2,18,54,cork,"nyc,'53"
12106,2,18,54,cork,"nyc,'53"
12107,2,18,54,cork,"nyc,'53"
12108,2,18,54,cork,"nyc,'53"
12109,2,18,54,cork,nyc
12110,2,18,54,cork,"ny,newbury"
12111,2,18,54,cork,
12112,2,18,54,cork,"nyc,'53"
12113,2,18,54,cork,"ma,richmond,berkshire co."
12114,2,18,54,dublin,"nyc,'53"
12115,2,18,54,fermanagh,"ont,orilla,lake simcoe,'36"
12116,2,18,54,fermanagh,"il,springfield"
12117,2,18,54,galway,"oh,cincinnati"
12118,2,18,54,galway,me
12119,2,18,54,kerry,"quebec,'51"
12120,2,18,54,kerry,"quebec,'51"
12121,2,18,54,kerry,"quebec,'51"
12122,2,18,54,kerry,"nyc,5/53"
12123,2,18,54,kerry,"quebec,'47"
12124,2,18,54,kerry,"ny,buffalo"
12125,2,18,54,kerry,"ny,buffalo"
12126,2,18,54,kerry,"me,bangor(7/26/53)"
12127,2,18,54,kerry,"ma,boston,31oliver st,7/53"
12128,2,18,54,kilkenny,"ont,"
12129,2,18,54,kilkenny,
12130,2,18,54,kilkenny,"la,new orleans (12/51)"
12131,2,18,54,kilkenny,"tn,memphis,2/52"
12132,2,18,54,kilkenny,
12133,2,18,54,kings,"ny,st.lawrence"
12134,2,18,54,limerick,"ny,whitehall"
12135,2,18,54,limerick,"ont,ainingwashington"
12136,2,18,54,limerick,"ont,aining washington"
12137,2,18,54,limerick,"ont,aining washington"
12138,2,18,54,limerick,"ont,aining washington"
12139,2,18,54,limerick,nyc (52)
12141,2,18,54,limerick,"ma,webster"
12142,2,18,54,londonderry,"pa,delawareco."
12143,2,18,54,londonderry,"pa,delawareco."
12144,2,18,54,mayo,"nyc,'53"
12145,2,18,54,meath,
12146,2,18,54,meath,"nyc,'51"
12147,2,18,54,monaghan,"nyc,'51"
12148,2,18,54,monaghan,"nyc,'51"
12149,2,18,54,down,"ma,boston,'51"
12150,2,18,54,*england,"me,pembroke,10/53"
12151,2,18,54,roscommon,"mo,st.louis"
12152,2,18,54,roscommon,"ny,rochester"
12153,2,18,54,roscommon,"oh,cleveland"
12154,2,18,54,sligo,*scotland
12155,2,18,54,tipperary,"ny,rochester"
12156,2,18,54,tipperary,"ma,new bedford (50)"
12157,2,18,54,tipperary,"quebec,'52"
12158,2,18,54,tipperary,"quebec,'52"
12159,2,18,54,tipperary,"quebec,'52"
12160,2,18,54,tyrone,"ny,poughkeepsie; 51"
12161,2,18,54,kilkenny,"il,st.clair,lebannon"
12162,2,18,54,wexford,"pa,philadelphia,2/51"
12163,2,25,54,,nyc
12164,2,25,54,,"la,new orleans"
12165,2,25,54,,
12166,2,25,54,armagh,"nyc,'47"
12167,2,25,54,armagh,"nyc,'47"
12168,2,25,54,armagh,
12169,2,25,54,armagh,
12170,2,25,54,armagh,
12171,2,25,54,cavan,"nj,11/43"
12172,2,25,54,clare,"il,cairo,alexanderco"
12173,2,25,54,cork,"il,hensdale"
12174,2,25,54,cork,nyc*
12175,2,25,54,cork,nyc*
12176,2,25,54,cork,
12177,2,25,54,cork,"la,new orleanss"
12178,2,25,54,donegal,"ma,boston (52)"
12179,2,25,54,donegal,"quebec,'41"
12180,2,25,54,dublin,"nyc,5/53"
12181,2,25,54,galway,"wi,milwaukee"
12182,2,25,54,galway,"ma,boston,'50"
12183,2,25,54,galway,
